Year,County of Program Location,Primary Substance Group,Age Group,Population,Admissions,Percent
2015,Tompkins,Marijuana incl Hashish,55 and Older,104926,4,0.003812210510264377
2015,Tompkins,Marijuana incl Hashish,Under 18,104926,96,0.09149305224634505
2015,Tompkins,Other Opioids,18 thru 24,104926,16,0.015248842041057508
2015,Tompkins,Other Opioids,25 thru 34,104926,52,0.0495587366334369
2015,Tompkins,Other Opioids,35 thru 44,104926,22,0.020967157806454074
2015,Tompkins,Other Opioids,45 thru 54,104926,11,0.010483578903227035
2015,Tompkins,Other Opioids,55 and Older,104926,3,0.0028591578826982827
2015,Tompkins,Other Opioids,Under 18,104926,1,0.0009530526275660943
2015,Ulster,Alcohol,18 thru 24,180143,109,0.06050748571967825
2015,Ulster,Alcohol,25 thru 34,180143,309,0.17153039529706954
2015,Ulster,Alcohol,35 thru 44,180143,374,0.2076128409097217
2015,Ulster,Alcohol,45 thru 54,180143,481,0.2670100975336261
2015,Ulster,Alcohol,55 and Older,180143,235,0.13045191875343476
2015,Ulster,Alcohol,Under 18,180143,4,0.002220458191547826
2015,Ulster,All Others,18 thru 24,180143,43,0.02386992555913913
2015,Ulster,All Others,25 thru 34,180143,48,0.026645498298573912
2015,Ulster,All Others,35 thru 44,180143,21,0.011657405505626087
2015,Ulster,All Others,45 thru 54,180143,5,0.0027755727394347825
2015,Ulster,All Others,55 and Older,180143,6,0.003330687287321739
2015,Ulster,All Others,Under 18,180143,6,0.003330687287321739
2015,Ulster,Cocaine incl Crack,18 thru 24,180143,18,0.009992061861965216
2015,Ulster,Cocaine incl Crack,25 thru 34,180143,53,0.029421071038008693
2015,Ulster,Cocaine incl Crack,35 thru 44,180143,42,0.02331481101125217
2015,Ulster,Cocaine incl Crack,45 thru 54,180143,34,0.01887389462815652
2015,Ulster,Cocaine incl Crack,55 and Older,180143,15,0.008326718218304347
2015,Ulster,Cocaine incl Crack,Under 18,180143,1,0.0005551145478869565
2015,Ulster,Heroin,18 thru 24,180143,330,0.18318780080269567
2015,Ulster,Heroin,25 thru 34,180143,455,0.2525771192885652
2015,Ulster,Heroin,35 thru 44,180143,148,0.08215695308726957
2015,Ulster,Heroin,45 thru 54,180143,66,0.03663756016053913
2015,Ulster,Heroin,55 and Older,180143,22,0.012212520053513042
2015,Ulster,Heroin,Under 18,180143,7,0.003885801835208695
2015,Ulster,Marijuana incl Hashish,18 thru 24,180143,93,0.05162565295348696
2015,Ulster,Marijuana incl Hashish,25 thru 34,180143,87,0.04829496566616521
2015,Ulster,Marijuana incl Hashish,35 thru 44,180143,33,0.018318780080269565
2015,Ulster,Marijuana incl Hashish,45 thru 54,180143,12,0.006661374574643478
2015,Ulster,Marijuana incl Hashish,55 and Older,180143,3,0.0016653436436608693
2015,Ulster,Marijuana incl Hashish,Under 18,180143,81,0.04496427837884347
2015,Ulster,Other Opioids,18 thru 24,180143,70,0.03885801835208695
2015,Ulster,Other Opioids,25 thru 34,180143,145,0.08049160944360868
2015,Ulster,Other Opioids,35 thru 44,180143,72,0.039968247447860865
2015,Ulster,Other Opioids,45 thru 54,180143,39,0.0216494673675913
2015,Ulster,Other Opioids,55 and Older,180143,24,0.013322749149286956
2015,Ulster,Other Opioids,Under 18,180143,3,0.0016653436436608693
2015,Warren,Alcohol,18 thru 24,64688,56,0.08656937917388079
2015,Warren,Alcohol,25 thru 34,64688,110,0.17004699480583726
2015,Warren,Alcohol,35 thru 44,64688,136,0.2102399208508533
2015,Warren,Alcohol,45 thru 54,64688,120,0.18550581251545883
2015,Warren,Alcohol,55 and Older,64688,70,0.10821172396735097
2015,Warren,Alcohol,Under 18,64688,3,0.00463764531288647
2015,Warren,All Others,18 thru 24,64688,16,0.02473410833539451
2015,Warren,All Others,25 thru 34,64688,12,0.01855058125154588
2015,Warren,All Others,35 thru 44,64688,3,0.00463764531288647
2015,Warren,All Others,45 thru 54,64688,5,0.007729408854810785
2015,Warren,All Others,55 and Older,64688,2,0.0030917635419243136
2015,Warren,All Others,Under 18,64688,2,0.0030917635419243136
2015,Warren,Cocaine incl Crack,18 thru 24,64688,4,0.006183527083848627
2015,Warren,Cocaine incl Crack,25 thru 34,64688,13,0.02009646302250804
2015,Warren,Cocaine incl Crack,35 thru 44,64688,7,0.010821172396735098
2015,Warren,Cocaine incl Crack,45 thru 54,64688,14,0.021642344793470193
2015,Warren,Cocaine incl Crack,55 and Older,64688,9,0.013912935938659412
2015,Warren,Heroin,18 thru 24,64688,77,0.11903289636408607
2015,Warren,Heroin,25 thru 34,64688,113,0.17468464011872373
2015,Warren,Heroin,35 thru 44,64688,29,0.04483057135790255
2015,Warren,Heroin,45 thru 54,64688,4,0.006183527083848627
2015,Warren,Heroin,55 and Older,64688,2,0.0030917635419243136
2015,Warren,Marijuana incl Hashish,18 thru 24,64688,55,0.08502349740291862
2015,Warren,Marijuana incl Hashish,25 thru 34,64688,52,0.08038585209003214
2015,Warren,Marijuana incl Hashish,35 thru 44,64688,21,0.03246351719020529
2015,Warren,Marijuana incl Hashish,45 thru 54,64688,13,0.02009646302250804
2015,Warren,Marijuana incl Hashish,55 and Older,64688,2,0.0030917635419243136
2015,Warren,Marijuana incl Hashish,Under 18,64688,20,0.03091763541924314
2015,Warren,Other Opioids,18 thru 24,64688,29,0.04483057135790255
2015,Warren,Other Opioids,25 thru 34,64688,63,0.09739055157061588
2015,Warren,Other Opioids,35 thru 44,64688,21,0.03246351719020529
2015,Warren,Other Opioids,45 thru 54,64688,4,0.006183527083848627
2015,Warren,Other Opioids,55 and Older,64688,4,0.006183527083848627
2015,Warren,Other Opioids,Under 18,64688,2,0.0030917635419243136
2015,Washington,Alcohol,18 thru 24,62230,10,0.016069419893941828
2015,Washington,Alcohol,25 thru 34,62230,20,0.032138839787883657
2015,Washington,Alcohol,35 thru 44,62230,19,0.030531897798489475
2015,Washington,Alcohol,45 thru 54,62230,19,0.030531897798489475
2015,Washington,Alcohol,55 and Older,62230,8,0.012855535915153463
2015,Washington,Alcohol,Under 18,62230,3,0.004820825968182549
2015,Washington,All Others,18 thru 24,62230,1,0.0016069419893941829
2015,Washington,All Others,25 thru 34,62230,3,0.004820825968182549
2015,Washington,All Others,35 thru 44,62230,2,0.0032138839787883657
2015,Washington,All Others,45 thru 54,62230,1,0.0016069419893941829
2015,Washington,Cocaine incl Crack,18 thru 24,62230,2,0.0032138839787883657
2015,Washington,Cocaine incl Crack,25 thru 34,62230,6,0.009641651936365098
2015,Washington,Cocaine incl Crack,35 thru 44,62230,5,0.008034709946970914
2015,Washington,Cocaine incl Crack,45 thru 54,62230,6,0.009641651936365098
2015,Washington,Heroin,18 thru 24,62230,8,0.012855535915153463
2015,Washington,Heroin,25 thru 34,62230,21,0.03374578177727784
2015,Washington,Heroin,35 thru 44,62230,9,0.014462477904547646
2015,Washington,Heroin,45 thru 54,62230,1,0.0016069419893941829
2015,Washington,Marijuana incl Hashish,18 thru 24,62230,5,0.008034709946970914
2015,Washington,Marijuana incl Hashish,25 thru 34,62230,14,0.02249718785151856
2015,Washington,Marijuana incl Hashish,35 thru 44,62230,1,0.0016069419893941829
2015,Washington,Marijuana incl Hashish,45 thru 54,62230,4,0.0064277679575767315
2015,Washington,Marijuana incl Hashish,Under 18,62230,20,0.032138839787883657
2015,Washington,Other Opioids,18 thru 24,62230,5,0.008034709946970914
2015,Washington,Other Opioids,25 thru 34,62230,6,0.009641651936365098
2015,Washington,Other Opioids,35 thru 44,62230,3,0.004820825968182549
2015,Washington,Other Opioids,45 thru 54,62230,1,0.0016069419893941829
2015,Wayne,Alcohol,18 thru 24,91446,31,0.03389978785294054
2015,Wayne,Alcohol,25 thru 34,91446,63,0.06889311724952431
2015,Wayne,Alcohol,35 thru 44,91446,69,0.07545436651138376
2015,Wayne,Alcohol,45 thru 54,91446,82,0.08967040657874593
2015,Wayne,Alcohol,55 and Older,91446,30,0.03280624630929729
2015,Wayne,Alcohol,Under 18,91446,4,0.004374166174572972
2015,Wayne,All Others,18 thru 24,91446,4,0.004374166174572972
2015,Wayne,All Others,25 thru 34,91446,9,0.009841873892789187
2015,Wayne,All Others,35 thru 44,91446,3,0.003280624630929729
2015,Wayne,All Others,45 thru 54,91446,2,0.002187083087286486
2015,Wayne,All Others,55 and Older,91446,1,0.001093541543643243
2015,Wayne,Cocaine incl Crack,18 thru 24,91446,5,0.005467707718216215
2015,Wayne,Cocaine incl Crack,25 thru 34,91446,16,0.017496664698291888
2015,Wayne,Cocaine incl Crack,35 thru 44,91446,10,0.01093541543643243
2015,Wayne,Cocaine incl Crack,45 thru 54,91446,8,0.008748332349145944
2015,Wayne,Cocaine incl Crack,55 and Older,91446,2,0.002187083087286486
2015,Wayne,Heroin,18 thru 24,91446,57,0.06233186798766485
2015,Wayne,Heroin,25 thru 34,91446,76,0.08310915731688646
2015,Wayne,Heroin,35 thru 44,91446,35,0.038273954027513504
2015,Wayne,Heroin,45 thru 54,91446,9,0.009841873892789187
2015,Wayne,Heroin,55 and Older,91446,5,0.005467707718216215
2015,Wayne,Heroin,Under 18,91446,1,0.001093541543643243
2015,Wayne,Marijuana incl Hashish,18 thru 24,91446,40,0.04374166174572972
2015,Wayne,Marijuana incl Hashish,25 thru 34,91446,33,0.036086870940227014
2015,Wayne,Marijuana incl Hashish,35 thru 44,91446,10,0.01093541543643243
2015,Wayne,Marijuana incl Hashish,45 thru 54,91446,4,0.004374166174572972
2015,Wayne,Marijuana incl Hashish,55 and Older,91446,1,0.001093541543643243
2015,Wayne,Marijuana incl Hashish,Under 18,91446,37,0.040461037114799994
2015,Wayne,Other Opioids,18 thru 24,91446,18,0.019683747785578375
2015,Wayne,Other Opioids,25 thru 34,91446,31,0.03389978785294053
2015,Wayne,Other Opioids,35 thru 44,91446,15,0.016403123154648643
2015,Wayne,Other Opioids,45 thru 54,91446,4,0.004374166174572972
2015,Wayne,Other Opioids,55 and Older,91446,1,0.001093541543643243
2015,Wayne,Other Opioids,Under 18,91446,2,0.002187083087286486
2015,Westchester,Alcohol,18 thru 24,976396,403,0.0412742370923273
2015,Westchester,Alcohol,25 thru 34,976396,1199,0.12279853665930628
2015,Westchester,Alcohol,35 thru 44,976396,1272,0.13027501136833827
2015,Westchester,Alcohol,45 thru 54,976396,2480,0.25399530518355257
2015,Westchester,Alcohol,55 and Older,976396,1450,0.1485053195629642
2015,Westchester,Alcohol,Under 18,976396,28,0.002867688929491723
2015,Westchester,All Others,18 thru 24,976396,93,0.009524823944383221
2015,Westchester,All Others,25 thru 34,976396,205,0.020995579662350113
2015,Westchester,All Others,35 thru 44,976396,168,0.017206133576950337
2015,Westchester,All Others,45 thru 54,976396,128,0.013109435106247874
2015,Westchester,All Others,55 and Older,976396,68,0.006964387400194183
2015,Westchester,All Others,Under 18,976396,11,0.0011265920794431767
2015,Westchester,Cocaine incl Crack,18 thru 24,976396,54,0.005530542935448322
2015,Westchester,Cocaine incl Crack,25 thru 34,976396,205,0.020995579662350113
2015,Westchester,Cocaine incl Crack,35 thru 44,976396,271,0.02775513213900917
2015,Westchester,Cocaine incl Crack,45 thru 54,976396,555,0.05684169128099664
2015,Westchester,Cocaine incl Crack,55 and Older,976396,238,0.02437535590067964
2015,Westchester,Cocaine incl Crack,Under 18,976396,5,0.0005120873088378076
2015,Westchester,Heroin,18 thru 24,976396,313,0.03205666553324676
2015,Westchester,Heroin,25 thru 34,976396,845,0.08654275519358949
2015,Westchester,Heroin,35 thru 44,976396,564,0.0577634484369047
2015,Westchester,Heroin,45 thru 54,976396,672,0.06882453430780135
2015,Westchester,Heroin,55 and Older,976396,437,0.04475643079242439
2015,Westchester,Heroin,Under 18,976396,9,0.0009217571559080538
2015,Westchester,Marijuana incl Hashish,18 thru 24,976396,693,0.07097530100492014
2015,Westchester,Marijuana incl Hashish,25 thru 34,976396,593,0.06073355482816398
2015,Westchester,Marijuana incl Hashish,35 thru 44,976396,288,0.029496228989057717
2015,Westchester,Marijuana incl Hashish,45 thru 54,976396,196,0.020073822506442057
2015,Westchester,Marijuana incl Hashish,55 and Older,976396,84,0.008603066788475167
2015,Westchester,Marijuana incl Hashish,Under 18,976396,407,0.041683906939397546
2015,Westchester,Other Opioids,18 thru 24,976396,84,0.008603066788475168
2015,Westchester,Other Opioids,25 thru 34,976396,149,0.015260201803366668
2015,Westchester,Other Opioids,35 thru 44,976396,88,0.009012736635545415
2015,Westchester,Other Opioids,45 thru 54,976396,66,0.00675955247665906
2015,Westchester,Other Opioids,55 and Older,976396,41,0.004199115932470022
2015,Westchester,Other Opioids,Under 18,976396,5,0.0005120873088378076
2015,Wyoming,Alcohol,18 thru 24,41013,11,0.026820764147953084
2015,Wyoming,Alcohol,25 thru 34,41013,29,0.07070928729914905
2015,Wyoming,Alcohol,35 thru 44,41013,21,0.051203277009728626
2015,Wyoming,Alcohol,45 thru 54,41013,21,0.051203277009728626
2015,Wyoming,Alcohol,55 and Older,41013,16,0.03901202057884085
2015,Wyoming,Alcohol,Under 18,41013,5,0.012191256430887767
2015,Wyoming,All Others,18 thru 24,41013,1,0.0024382512861775532
2015,Wyoming,All Others,25 thru 34,41013,3,0.00731475385853266
2015,Wyoming,Cocaine incl Crack,18 thru 24,41013,1,0.0024382512861775532
2015,Wyoming,Cocaine incl Crack,25 thru 34,41013,2,0.0048765025723551065
2015,Wyoming,Cocaine incl Crack,35 thru 44,41013,4,0.009753005144710213
2015,Wyoming,Cocaine incl Crack,45 thru 54,41013,1,0.0024382512861775532
2015,Wyoming,Heroin,18 thru 24,41013,10,0.024382512861775535
2015,Wyoming,Heroin,25 thru 34,41013,8,0.019506010289420426
2015,Wyoming,Heroin,35 thru 44,41013,3,0.00731475385853266
2015,Wyoming,Heroin,Under 18,41013,1,0.0024382512861775532
2015,Wyoming,Marijuana incl Hashish,18 thru 24,41013,29,0.07070928729914905
2015,Wyoming,Marijuana incl Hashish,25 thru 34,41013,17,0.04145027186501841
2015,Wyoming,Marijuana incl Hashish,35 thru 44,41013,5,0.012191256430887767
2015,Wyoming,Marijuana incl Hashish,45 thru 54,41013,1,0.0024382512861775532
2015,Wyoming,Marijuana incl Hashish,Under 18,41013,14,0.03413551800648575
2015,Wyoming,Other Opioids,18 thru 24,41013,6,0.01462950771706532
2015,Wyoming,Other Opioids,25 thru 34,41013,12,0.02925901543413064
2015,Wyoming,Other Opioids,35 thru 44,41013,4,0.009753005144710213
2015,Wyoming,Other Opioids,Under 18,41013,1,0.0024382512861775532
2015,Yates,Alcohol,18 thru 24,25048,12,0.04790801660811242
2015,Yates,Alcohol,25 thru 34,25048,22,0.08783136378153944
2015,Yates,Alcohol,35 thru 44,25048,17,0.06786969019482593
2015,Yates,Alcohol,45 thru 54,25048,12,0.04790801660811242
2015,Yates,Alcohol,55 and Older,25048,12,0.04790801660811242
2015,Yates,Alcohol,Under 18,25048,1,0.003992334717342702
2015,Yates,All Others,18 thru 24,25048,4,0.015969338869370808
2015,Yates,All Others,25 thru 34,25048,3,0.011977004152028105
2015,Yates,All Others,35 thru 44,25048,2,0.007984669434685404
2015,Yates,All Others,Under 18,25048,1,0.003992334717342702
2015,Yates,Cocaine incl Crack,18 thru 24,25048,4,0.015969338869370808
2015,Yates,Cocaine incl Crack,25 thru 34,25048,2,0.007984669434685404
2015,Yates,Cocaine incl Crack,45 thru 54,25048,1,0.003992334717342702
2015,Yates,Heroin,18 thru 24,25048,9,0.03593101245608432
2015,Yates,Heroin,25 thru 34,25048,9,0.03593101245608432
2015,Yates,Heroin,55 and Older,25048,2,0.007984669434685404
2015,Yates,Marijuana incl Hashish,18 thru 24,25048,8,0.031938677738741615
2015,Yates,Marijuana incl Hashish,25 thru 34,25048,10,0.03992334717342702
2015,Yates,Marijuana incl Hashish,35 thru 44,25048,1,0.003992334717342702
2015,Yates,Marijuana incl Hashish,45 thru 54,25048,2,0.007984669434685404
2015,Yates,Marijuana incl Hashish,Under 18,25048,5,0.01996167358671351
2015,Yates,Other Opioids,18 thru 24,25048,8,0.031938677738741615
2015,Yates,Other Opioids,25 thru 34,25048,10,0.03992334717342702
2015,Yates,Other Opioids,35 thru 44,25048,3,0.011977004152028105
2015,Yates,Other Opioids,45 thru 54,25048,1,0.003992334717342702
2015,Yates,Other Opioids,55 and Older,25048,2,0.007984669434685404
2016,Albany,Alcohol,18 thru 24,308846,124,0.04014945960122521
2016,Albany,Alcohol,25 thru 34,308846,401,0.1298381717749299
2016,Albany,Alcohol,35 thru 44,308846,533,0.17257791909236317
2016,Albany,Alcohol,45 thru 54,308846,643,0.20819437519022427
2016,Albany,Alcohol,55 and Older,308846,468,0.15153183139817256
2016,Albany,Alcohol,Under 18,308846,10,0.003237859645260097
2016,Albany,All Others,18 thru 24,308846,48,0.015541726297248466
2016,Albany,All Others,25 thru 34,308846,47,0.015217940332722455
2016,Albany,All Others,35 thru 44,308846,17,0.005504361396942166
2016,Albany,All Others,45 thru 54,308846,12,0.003885431574312117
2016,Albany,All Others,55 and Older,308846,4,0.001295143858104039
2016,Albany,All Others,Under 18,308846,10,0.003237859645260097
2016,Albany,Cocaine incl Crack,18 thru 24,308846,20,0.006475719290520194
2016,Albany,Cocaine incl Crack,25 thru 34,308846,79,0.02557909119755477
2016,Albany,Cocaine incl Crack,35 thru 44,308846,85,0.02752180698471083
2016,Albany,Cocaine incl Crack,45 thru 54,308846,118,0.03820674381406915
2016,Albany,Cocaine incl Crack,55 and Older,308846,37,0.01198008068746236
2016,Albany,Cocaine incl Crack,Under 18,308846,7,0.0022665017516820683
2016,Albany,Heroin,18 thru 24,308846,334,0.10814451215168724
2016,Albany,Heroin,25 thru 34,308846,1044,0.3380325469651541
2016,Albany,Heroin,35 thru 44,308846,477,0.15444590507890663
2016,Albany,Heroin,45 thru 54,308846,242,0.07835620341529435
2016,Albany,Heroin,55 and Older,308846,92,0.029788308736392898
2016,Albany,Heroin,Under 18,308846,9,0.0029140736807340877
2016,Albany,Marijuana incl Hashish,18 thru 24,308846,249,0.08062270516697644
2016,Albany,Marijuana incl Hashish,25 thru 34,308846,226,0.07317562798287822
2016,Albany,Marijuana incl Hashish,35 thru 44,308846,120,0.03885431574312117
2016,Albany,Marijuana incl Hashish,45 thru 54,308846,70,0.02266501751682068
2016,Albany,Marijuana incl Hashish,55 and Older,308846,16,0.005180575432416156
2016,Albany,Marijuana incl Hashish,Under 18,308846,154,0.0498630385370055
2016,Albany,Other Opioids,18 thru 24,308846,38,0.01230386665198837
2016,Albany,Other Opioids,25 thru 34,308846,205,0.06637612272783198
2016,Albany,Other Opioids,35 thru 44,308846,84,0.027198021020184815
2016,Albany,Other Opioids,45 thru 54,308846,44,0.014246582439144426
2016,Albany,Other Opioids,55 and Older,308846,32,0.010361150864832313
2016,Albany,Other Opioids,Under 18,308846,4,0.001295143858104039
2016,Allegany,Alcohol,18 thru 24,47077,15,0.0318626930348153
2016,Allegany,Alcohol,25 thru 34,47077,33,0.07009792467659366
2016,Allegany,Alcohol,35 thru 44,47077,49,0.10408479724706332
2016,Allegany,Alcohol,45 thru 54,47077,29,0.06160120653397625
2016,Allegany,Alcohol,55 and Older,47077,20,0.04248359071308706
2016,Allegany,Alcohol,Under 18,47077,1,0.0021241795356543532
2016,Allegany,All Others,18 thru 24,47077,2,0.0042483590713087065
2016,Allegany,All Others,25 thru 34,47077,8,0.016993436285234826
2016,Allegany,All Others,35 thru 44,47077,2,0.0042483590713087065
2016,Allegany,All Others,55 and Older,47077,1,0.0021241795356543532
2016,Allegany,All Others,Under 18,47077,1,0.0021241795356543532
2016,Allegany,Cocaine incl Crack,18 thru 24,47077,3,0.00637253860696306
2016,Allegany,Cocaine incl Crack,25 thru 34,47077,4,0.008496718142617413
2016,Allegany,Cocaine incl Crack,35 thru 44,47077,6,0.01274507721392612
2016,Allegany,Cocaine incl Crack,45 thru 54,47077,3,0.00637253860696306
2016,Allegany,Heroin,18 thru 24,47077,17,0.03611105210612401
2016,Allegany,Heroin,25 thru 34,47077,40,0.08496718142617413
2016,Allegany,Heroin,35 thru 44,47077,14,0.02973851349916095
2016,Allegany,Heroin,45 thru 54,47077,5,0.010620897678271766
2016,Allegany,Heroin,55 and Older,47077,1,0.0021241795356543532
2016,Allegany,Marijuana incl Hashish,18 thru 24,47077,15,0.0318626930348153
